,churn,eqpdays,change_mou,hnd_price,change_rev
40071,0,140.0,10.0,199.98999019999997,-4.54
40072,1,378.0,53.5,39.98999023,9.4725
40073,0,485.0,77.75,79.98999023,2.6175
40074,0,572.0,118.25,29.98999023,52.8325
40075,0,593.0,25.5,149.98999019999997,-0.175
40076,1,485.0,-139.75,79.98999023,0.4475
40077,0,593.0,-17.25,29.98999023,0.0
40078,0,293.0,-17.5,129.9899902,17.465
40079,1,593.0,-5.5,79.98999023,-81.6775
40080,0,311.0,-3.5,59.98999023,-1.1725
40081,1,70.0,-6.75,59.98999023,1.2375
40082,0,169.0,47.5,129.9899902,1.115
40083,1,47.0,-178.5,199.98999019999997,-32.5475
40084,0,485.0,49.25,9.989997864,-3.9275
40085,0,182.0,401.25,29.98999023,3.465
40086,0,65.0,-1.75,149.98999019999997,-9.265
40087,0,310.0,318.25,129.9899902,-1.44
40088,0,36.0,223.5,99.98999023,14.9825
40089,1,32.0,152.0,29.98999023,2.415
40090,0,110.0,96.5,129.9899902,-21.5925
40091,0,547.0,-46.75,59.98999023,-0.9975
40092,0,109.0,-9.75,129.9899902,-10.015
40093,1,297.0,-251.0,129.9899902,-54.265
40094,0,547.0,150.5,59.98999023,-2.2375
40095,1,342.0,219.0,29.98999023,46.9425
40096,1,485.0,-183.5,79.98999023,-25.46
40097,1,485.0,7.5,149.98999019999997,-0.74
40098,1,407.0,-0.25,149.98999019999997,-0.675
40099,1,593.0,-80.75,29.98999023,-24.2025
40100,1,593.0,-26.75,149.98999019999997,-26.1125
40101,0,64.0,196.0,199.98999019999997,0.0
40102,1,593.0,-76.0,149.98999019999997,-24.9975
40103,1,398.0,7.0,149.98999019999997,0.0
40104,1,547.0,-141.25,59.98999023,0.9
40105,0,93.0,-48.25,129.9899902,10.0075
40106,0,18.0,35.5,129.9899902,0.4575
40107,1,593.0,5.75,149.98999019999997,-3.5275
40108,1,547.0,24.25,59.98999023,-4.95
40109,1,654.0,-12.0,29.98999023,-6.295
40110,1,547.0,32.75,149.98999019999997,-4.54
40111,0,547.0,8.0,59.98999023,-3.3
40112,0,547.0,33.5,149.98999019999997,-4.05
40113,0,485.0,205.0,29.98999023,2.0625
40114,1,593.0,-388.5,59.98999023,-73.6575
40115,1,593.0,-147.5,149.98999019999997,-0.505
40116,1,93.0,-16.25,149.98999019999997,0.0
40117,1,547.0,-157.0,29.98999023,-3.45
40118,0,593.0,-200.75,59.98999023,-7.0
40119,1,454.0,130.25,99.98999023,-6.45
40120,0,547.0,26.0,29.98999023,0.0
40121,0,102.0,432.75,129.9899902,-52.45
40122,1,654.0,0.0,9.989997864,0.0
40123,1,593.0,55.25,9.989997864,9.58
40124,1,593.0,12.25,9.989997864,-0.2475
40125,0,39.0,172.75,149.98999019999997,-25.9
40126,0,177.0,349.25,149.98999019999997,51.5225
40127,0,485.0,-25.5,129.9899902,0.1875
40128,0,24.0,-34.25,29.98999023,-11.5
40129,0,547.0,-37.25,79.98999023,9.2275
40130,1,547.0,17.75,149.98999019999997,0.0
40131,1,654.0,-124.0,29.98999023,-2.6475
40132,0,489.0,181.75,99.98999023,64.0325
40133,1,485.0,-37.75,79.98999023,-0.405
40134,0,324.0,-63.75,99.98999023,5.17
40135,0,249.0,56.25,199.98999019999997,14.525
40136,0,11.0,-67.5,249.98999019999997,-22.21
40137,0,485.0,1.0,29.98999023,-0.7575
40138,1,406.0,-45.5,79.98999023,-2.33
40139,1,654.0,-8.0,149.98999019999997,-19.505
40140,0,547.0,352.5,29.98999023,3.6875
40141,0,654.0,3.0,29.98999023,-7.8125
40142,0,60.0,49.5,129.9899902,4.375
40143,1,593.0,2.25,29.98999023,0.0
40144,0,593.0,-28.5,29.98999023,-0.105
40145,0,455.0,-107.0,99.98999023,16.57
40146,0,593.0,-35.75,79.98999023,-6.42
40147,1,593.0,-140.5,29.98999023,-3.42
40148,1,485.0,54.75,79.98999023,18.125
40149,0,654.0,25.0,149.98999019999997,0.2475
40150,1,654.0,-6.25,29.98999023,-0.315
40151,0,547.0,33.5,29.98999023,10.4175
40152,0,29.0,2.5,149.98999019999997,-29.5625
40153,0,547.0,-216.75,199.98999019999997,-7.65
40154,1,212.0,-132.25,129.9899902,-0.3975
40155,1,654.0,5.5,149.98999019999997,0.0
40156,0,267.0,-68.5,149.98999019999997,-10.725
40157,0,106.0,180.75,79.98999023,-66.4825
40158,1,144.0,-287.25,199.98999019999997,-143.4975
40159,1,654.0,-0.25,79.98999023,-0.2925
40160,1,138.0,-55.25,129.9899902,7.095
40161,1,353.0,-364.75,129.9899902,-52.415
40162,1,593.0,-35.75,29.98999023,-3.5625
40163,0,485.0,-18.25,29.98999023,16.13
40164,0,577.0,119.5,149.98999019999997,8.1675
40165,1,282.0,-235.25,59.98999023,-52.9625
40166,0,485.0,-45.25,79.98999023,-0.8825
40167,0,547.0,7.25,59.98999023,0.0
40168,0,428.0,254.75,79.98999023,0.09
40169,0,43.0,-16.75,199.98999019999997,-1.755
40170,1,516.0,0.0,79.98999023,0.0
40171,1,322.0,-6.25,399.98999019999997,-0.315
40172,1,547.0,180.75,29.98999023,45.1275
40173,1,214.0,736.25,9.989997864,131.59
40174,0,654.0,-119.0,29.98999023,-6.035
40175,1,593.0,331.25,59.98999023,1.5975
40176,0,654.0,-49.25,149.98999019999997,0.0
40177,0,352.0,-143.25,99.98999023,-7.49
40178,1,157.0,-548.0,129.9899902,0.2475
40179,1,547.0,-124.5,29.98999023,-0.35
40180,1,593.0,-7.5,149.98999019999997,-7.5
40181,1,593.0,21.0,149.98999019999997,21.79
40182,0,483.0,25.0,29.98999023,0.705
40183,0,654.0,-110.75,79.98999023,-33.03
40184,0,254.0,-51.5,149.98999019999997,-16.865
40185,1,128.0,102.25,99.98999023,-3.4875
40186,1,484.0,-0.25,59.98999023,-5.1875
40187,0,484.0,-30.5,149.98999019999997,0.4725
40188,1,653.0,-12.75,79.98999023,-1.66
40189,1,219.0,-73.0,79.98999023,-6.705
40190,0,369.0,-120.75,99.98999023,-0.4275
40191,1,653.0,-326.5,149.98999019999997,-1.16
40192,0,522.0,205.75,9.989997864,24.375
40193,1,484.0,-217.0,59.98999023,-11.005
40194,0,167.0,-187.0,149.98999019999997,-54.6775
40195,1,484.0,537.25,149.98999019999997,31.765
40196,0,78.0,30.0,99.98999023,-0.3225
40197,1,172.0,-293.75,79.98999023,9.49
40198,1,535.0,1.25,149.98999019999997,0.0
40199,0,89.0,-233.5,129.9899902,-1.4775
40200,0,653.0,-25.0,149.98999019999997,0.0
40201,1,546.0,45.0,129.9899902,-0.2475
40202,0,546.0,-150.25,59.98999023,-17.4875
40203,0,179.0,-254.0,99.98999023,-38.185
40204,1,90.0,266.0,129.9899902,-1.9525
40205,1,110.0,26.25,99.98999023,27.4025
40206,0,135.0,61.75,129.9899902,4.545
40207,1,546.0,-59.5,9.989997864,-0.0975
40208,0,546.0,-11.0,9.989997864,-2.1575
40209,0,484.0,-80.5,9.989997864,0.43
40210,1,546.0,-195.25,149.98999019999997,-10.18
40211,0,18.0,320.5,129.9899902,82.5375
40212,1,185.0,-1185.25,129.9899902,-43.9975
40213,0,592.0,-249.0,59.98999023,-57.4225
40214,1,592.0,-89.25,9.989997864,9.6975
40215,1,592.0,11.5,29.98999023,0.0
40216,0,138.0,50.75,199.98999019999997,-2.275
40217,0,484.0,3.75,149.98999019999997,1.605
40218,1,592.0,-87.0,79.98999023,14.9625
40219,0,546.0,60.0,29.98999023,0.7425
40220,1,484.0,-125.5,79.98999023,-10.8725
40221,1,592.0,-71.0,29.98999023,-20.0475
40222,0,167.0,170.75,129.9899902,57.055
40223,1,592.0,0.0,29.98999023,0.0
40224,0,135.0,-34.5,29.98999023,0.0
40225,1,11.0,-229.0,79.98999023,-11.7475
40226,1,344.0,-71.75,129.9899902,-37.42
40227,0,484.0,-50.0,79.98999023,-0.43
40228,0,3.0,22.0,149.98999019999997,-13.8175
40229,1,493.0,-119.0,29.98999023,-3.2625
40230,0,417.0,275.0,129.9899902,19.9275
40231,1,484.0,-413.75,29.98999023,1.1925
40232,0,18.0,178.0,129.9899902,-3.065
40233,1,653.0,-106.5,29.98999023,-3.9
40234,1,484.0,19.0,29.98999023,-0.45
40235,0,592.0,-114.5,29.98999023,-250.3975
40236,0,253.0,-89.75,149.98999019999997,-1.6875
40237,0,102.0,-94.25,129.9899902,41.3675
40238,1,546.0,1.5,149.98999019999997,5.775
40239,1,592.0,-538.5,29.98999023,-121.73
40240,0,546.0,140.75,79.98999023,14.0475
40241,1,356.0,12.5,99.98999023,0.0
40242,1,395.0,-6.25,99.98999023,-0.315
40243,0,180.0,-66.25,129.9899902,54.2375
40244,0,546.0,-19.0,149.98999019999997,-0.39
40245,1,546.0,-24.75,149.98999019999997,-2.5375
40246,1,546.0,120.25,149.98999019999997,17.775
40247,1,484.0,-183.5,79.98999023,-6.795
40248,0,546.0,-26.5,29.98999023,-0.15
40249,1,546.0,0.0,59.98999023,0.0
40250,0,318.0,-109.75,199.98999019999997,-9.085
40251,1,546.0,-138.25,29.98999023,-27.9625
40252,1,546.0,-50.25,149.98999019999997,0.0
40253,0,592.0,-73.75,59.98999023,-1.485
40254,0,484.0,33.0,149.98999019999997,1.8975
40255,1,592.0,-34.75,79.98999023,-14.25
40256,0,546.0,-43.5,79.98999023,0.0
40257,0,546.0,227.25,29.98999023,3.7125
40258,1,528.0,-86.0,79.98999023,-18.8
40259,0,45.0,-19.25,129.9899902,-1.815
40260,1,61.0,-49.25,29.98999023,-5.165
40261,1,653.0,-165.5,9.989997864,-7.4375
40262,0,146.0,-27.75,129.9899902,-0.195
40263,1,545.0,-114.75,59.98999023,-34.55
40264,0,62.0,-848.5,129.9899902,-97.235
40265,0,212.0,103.5,99.98999023,-3.43
40266,0,154.0,-53.0,129.9899902,-16.26
40267,1,257.0,7.5,129.9899902,11.0775
40268,0,461.0,694.25,79.98999023,164.5775
40269,1,236.0,-449.5,59.98999023,-29.4825
40270,1,545.0,-77.0,129.9899902,-0.51
40271,0,280.0,-69.75,99.98999023,0.0
40272,0,84.0,-137.5,199.98999019999997,-107.0825
40273,0,652.0,-151.75,29.98999023,-44.6125
40274,0,118.0,-5.25,199.98999019999997,-5.4525
40275,0,591.0,-4.0,9.989997864,-1.18
40276,0,483.0,-60.25,149.98999019999997,3.74
40277,1,591.0,7.75,29.98999023,-0.2475
40278,1,545.0,357.0,149.98999019999997,95.565
40279,0,483.0,22.5,59.98999023,23.88
40280,0,545.0,23.75,79.98999023,0.0
40281,0,31.0,36.75,99.98999023,-6.64
40282,1,483.0,442.75,149.98999019999997,14.4225
40283,0,233.0,3.75,29.98999023,0.0
40284,0,483.0,86.5,29.98999023,-0.5375
40285,1,545.0,-105.75,129.9899902,-4.4675
40286,1,194.0,-37.0,129.9899902,-0.09
40287,0,51.0,-10.0,149.98999019999997,-3.5
40288,1,543.0,-176.5,29.98999023,-15.95
40289,0,413.0,17.5,129.9899902,1.1525
40290,1,545.0,-57.5,79.98999023,22.74
40291,0,472.0,-40.25,29.98999023,-0.2475
40292,0,39.0,-191.25,149.98999019999997,-5.0
40293,0,497.0,24.0,9.989997864,-1.8
40294,0,140.0,306.0,129.9899902,67.6
40295,0,206.0,-284.75,129.9899902,-68.7775
40296,1,32.0,120.25,149.98999019999997,-64.13
40297,1,207.0,-42.25,99.98999023,3.5
40298,0,591.0,-10.75,29.98999023,0.0
40299,0,545.0,294.25,29.98999023,-3.415
40300,1,483.0,-95.5,29.98999023,-1.275
40301,0,103.0,186.75,199.98999019999997,-10.06
40302,1,84.0,35.0,9.989997864,-13.6575
40303,1,614.0,-63.75,9.989997864,-0.39
40304,0,483.0,-117.25,149.98999019999997,-0.88
40305,0,591.0,-14.0,9.989997864,-2.06
40306,1,545.0,-2.75,29.98999023,0.0
40307,0,297.0,-68.5,129.9899902,-8.915
40308,0,98.0,-54.0,149.98999019999997,-1.32
40309,1,183.0,-46.25,199.98999019999997,0.0475
40310,1,256.0,271.0,149.98999019999997,24.94
40311,1,652.0,-6.25,149.98999019999997,-0.315
40312,1,545.0,-24.5,149.98999019999997,1.205
40313,0,225.0,42.25,199.98999019999997,-1.855
40314,1,5.0,-123.75,9.989997864,-8.875
40315,0,381.0,-217.75,99.98999023,-50.7175
40316,1,65.0,-298.5,129.9899902,-8.655
40317,0,411.0,-60.0,39.98999023,-20.5175
40318,0,483.0,-69.25,29.98999023,1.78
40319,1,25.0,198.25,199.98999019999997,46.03
40320,0,652.0,94.75,79.98999023,-10.2075
40321,0,224.0,462.25,149.98999019999997,55.575
40322,0,652.0,-38.75,9.989997864,-0.2475
40323,0,76.0,-319.0,149.98999019999997,-18.65
40324,1,539.0,-3.25,29.98999023,-1.7025
40325,0,208.0,-7.0,99.98999023,-0.825
40326,0,219.0,31.0,79.98999023,3.3
40327,0,483.0,-8.25,149.98999019999997,-7.5325
40328,0,48.0,356.5,149.98999019999997,19.5725
40329,0,276.0,197.0,199.98999019999997,3.045
40330,1,190.0,-52.25,129.9899902,-0.98
40331,0,591.0,3.5,79.98999023,47.49
40332,0,264.0,-345.0,29.98999023,-28.555
40333,1,60.0,-96.75,149.98999019999997,0.0
40334,1,652.0,-320.0,149.98999019999997,-4.74
40335,1,545.0,-40.5,29.98999023,0.0
40336,1,175.0,-12.0,149.98999019999997,0.0
40337,0,60.0,141.25,149.98999019999997,15.205
40338,1,591.0,0.25,79.98999023,-5.7375
40339,0,228.0,109.75,129.9899902,10.0
40340,0,113.0,-31.75,149.98999019999997,0.705
40341,1,6.0,325.75,149.98999019999997,-0.9075
40342,0,275.0,-220.5,129.9899902,-51.685
40343,0,545.0,209.5,29.98999023,11.065
40344,1,652.0,412.0,149.98999019999997,-0.0975
40345,1,135.0,-387.25,29.98999023,-72.42
40346,1,480.0,-267.0,29.98999023,-22.4
40347,0,591.0,-12.0,29.98999023,-0.7425
40348,1,545.0,91.5,79.98999023,0.0
40349,0,545.0,-319.0,29.98999023,-17.73
40350,0,483.0,19.75,129.9899902,22.6275
40351,0,545.0,-60.75,149.98999019999997,-2.74
40352,1,652.0,141.25,149.98999019999997,0.0
40353,1,591.0,-7.75,29.98999023,-0.3375
40354,1,145.0,-60.0,199.98999019999997,-10.2525
40355,1,483.0,7.0,149.98999019999997,-0.2175
40356,0,545.0,48.5,29.98999023,7.065
40357,0,536.0,-30.25,79.98999023,0.0
40358,1,591.0,-131.5,149.98999019999997,-5.0625
40359,0,591.0,232.75,149.98999019999997,68.715
40360,0,260.0,562.5,199.98999019999997,107.14
40361,1,591.0,-108.75,149.98999019999997,-5.2125
40362,0,591.0,-112.75,149.98999019999997,-0.495
40363,0,652.0,-57.75,149.98999019999997,-3.825
40364,0,652.0,-140.5,79.98999023,1.3425
40365,0,67.0,-747.5,129.9899902,-136.4625
40366,1,296.0,1.0,149.98999019999997,-11.73
40367,0,243.0,354.25,9.989997864,83.6525
40368,0,651.0,-75.75,29.98999023,-16.8575
40369,1,651.0,-194.75,29.98999023,-22.6375
40370,0,199.0,665.0,129.9899902,134.4575
40371,0,13.0,639.5,199.98999019999997,-6.375
40372,1,482.0,-464.0,29.98999023,24.5225
40373,0,482.0,-59.5,59.98999023,-5.83
40374,0,482.0,-263.25,9.989997864,-24.13
40375,1,235.0,421.5,99.98999023,107.545
40376,1,61.0,-13.0,9.989997864,-31.3725
40377,0,520.0,50.75,149.98999019999997,-1.9025
40378,1,544.0,-4.0,29.98999023,0.7425
40379,1,274.0,-58.0,199.98999019999997,-0.495
40380,1,651.0,-6.25,9.989997864,-0.315
40381,1,260.0,546.25,29.98999023,4.455
40382,0,482.0,-15.0,129.9899902,0.255
40383,1,482.0,511.0,29.98999023,109.6925
40384,0,590.0,334.25,29.98999023,-4.505
40385,1,20.0,-231.75,99.98999023,7.9975
40386,1,482.0,220.5,9.989997864,63.585
40387,1,590.0,-137.25,129.9899902,0.4275
40388,0,544.0,-186.5,29.98999023,0.0
40389,0,544.0,106.5,59.98999023,-0.5775
40390,0,482.0,63.25,149.98999019999997,-0.45
40391,1,204.0,3.0,149.98999019999997,0.0
40392,0,651.0,-241.75,9.989997864,-43.5425
40393,0,482.0,10.75,29.98999023,0.5225
40394,1,59.0,284.25,149.98999019999997,29.045
40395,1,590.0,136.25,39.98999023,21.8125
40396,0,544.0,46.75,9.989997864,26.5225
40397,1,590.0,-113.5,149.98999019999997,-4.035
40398,1,482.0,-6.25,79.98999023,-11.6475
40399,1,482.0,0.0,59.98999023,-0.27
40400,0,452.0,-156.0,199.98999019999997,-2.61
40401,1,482.0,39.25,29.98999023,7.9425
40402,1,651.0,-46.75,9.989997864,-9.24
40403,1,411.0,-36.0,9.989997864,-14.55
40404,1,461.0,-18.75,59.98999023,-5.44
40405,1,303.0,615.5,129.9899902,8.64
40406,1,544.0,10.25,149.98999019999997,9.3075
40407,1,544.0,-37.5,199.98999019999997,24.06
40408,0,544.0,-25.25,39.98999023,-17.415
40409,0,259.0,15.5,199.98999019999997,-1.17
40410,0,544.0,192.75,149.98999019999997,2.69
40411,0,456.0,759.5,9.989997864,145.7525
40412,0,651.0,-118.5,9.989997864,-19.94
40413,1,145.0,1376.25,199.98999019999997,257.05
40414,0,482.0,-16.5,149.98999019999997,-0.27
40415,1,544.0,48.75,129.9899902,0.9225
40416,1,544.0,-45.5,149.98999019999997,-5.715
40417,1,150.0,414.5,99.98999023,7.0975
40418,1,111.0,-1.75,59.98999023,-27.8575
40419,0,544.0,280.0,29.98999023,64.7775
40420,0,288.0,-418.75,129.9899902,-103.0425
40421,1,544.0,-95.5,149.98999019999997,0.2475
40422,1,544.0,84.0,29.98999023,7.3575
40423,1,460.0,69.75,199.98999019999997,14.7375
40424,1,195.0,-22.0,149.98999019999997,0.0
40425,1,340.0,-61.75,99.98999023,-0.525
40426,1,473.0,-149.75,99.98999023,-6.96
40427,1,590.0,-115.75,9.989997864,-37.5
40428,1,255.0,-973.75,29.98999023,-11.5825
40429,0,228.0,-14.25,29.98999023,2.3175
40430,0,544.0,-12.5,79.98999023,0.0
40431,1,318.0,31.0,129.9899902,-1.3575
40432,0,482.0,40.75,29.98999023,7.115
40433,1,651.0,-27.0,79.98999023,104.75
40434,0,482.0,-62.25,149.98999019999997,-0.45
40435,1,590.0,-213.25,149.98999019999997,-15.5725
40436,0,3.0,-325.5,129.9899902,4.005
40437,0,152.0,579.25,129.9899902,121.15
40438,0,544.0,-247.25,29.98999023,-41.4
40439,1,97.0,158.75,199.98999019999997,-1.8675
40440,0,138.0,-28.5,99.98999023,0.0
40441,0,135.0,-430.25,149.98999019999997,-31.0325
40442,1,651.0,-114.0,149.98999019999997,-11.5325
40443,0,651.0,115.5,129.9899902,0.0
40444,1,651.0,66.0,59.98999023,4.9875
40445,1,482.0,-126.25,129.9899902,-27.7875
40446,1,482.0,-1.5,59.98999023,2.1675
40447,0,523.0,-12.5,9.989997864,-44.8675
40448,1,71.0,7.25,59.98999023,-16.785
40449,1,544.0,303.25,79.98999023,7.895
40450,0,482.0,61.75,199.98999019999997,1.9025
40451,1,328.0,-821.5,99.98999023,-35.675
40452,0,181.0,-25.0,129.9899902,0.8225
40453,0,73.0,-332.25,149.98999019999997,2.4075
40454,0,651.0,-194.75,79.98999023,-1.5475
40455,0,175.0,-29.75,129.9899902,-8.2575
40456,1,651.0,187.5,79.98999023,0.0
40457,0,482.0,-20.75,59.98999023,-5.59
40458,0,122.0,-38.0,59.98999023,-9.34
40459,0,482.0,269.25,59.98999023,98.2475
40460,0,651.0,-46.0,29.98999023,-5.3425
40461,0,161.0,252.75,29.98999023,14.745
40462,1,23.0,220.0,59.98999023,-0.09
40463,0,351.0,-24.75,149.98999019999997,0.195
40464,0,482.0,159.75,129.9899902,-4.11
40465,1,590.0,6.75,59.98999023,-0.675
40466,1,651.0,-107.25,29.98999023,-5.625
40467,0,323.0,-29.75,199.98999019999997,-1.665
40468,1,370.0,328.5,149.98999019999997,40.2225
40469,1,544.0,72.5,79.98999023,7.8
40470,1,482.0,204.5,59.98999023,28.8825
40471,1,324.0,-122.0,99.98999023,-0.6675
40472,0,135.0,205.75,149.98999019999997,0.0
40473,1,482.0,-23.75,129.9899902,-2.5125
40474,0,482.0,-57.75,59.98999023,-0.8975
40475,1,482.0,-61.75,29.98999023,-0.27
40476,1,482.0,3.5,79.98999023,-0.27
40477,1,544.0,-259.5,149.98999019999997,-0.8625
40478,1,130.0,160.5,129.9899902,-16.005
40479,1,482.0,261.0,149.98999019999997,16.15
40480,1,337.0,280.75,149.98999019999997,97.64
40481,0,482.0,21.5,149.98999019999997,-1.315
40482,0,650.0,-62.5,79.98999023,-6.8
40483,1,572.0,-33.0,29.98999023,0.0
40484,1,544.0,0.0,29.98999023,0.0
40485,0,650.0,200.0,129.9899902,0.0
40486,0,200.0,326.0,79.98999023,15.6725
40487,0,110.0,165.75,129.9899902,0.455
40488,1,589.0,-53.0,29.98999023,0.0
40489,1,580.0,-119.25,59.98999023,-0.2475
40490,0,130.0,-20.75,149.98999019999997,-20.335
40491,0,481.0,108.0,149.98999019999997,-0.36
40492,0,481.0,-3.25,29.98999023,0.5875
40493,1,481.0,-84.75,29.98999023,-5.5675
40494,0,476.0,104.5,29.98999023,2.1775
40495,0,543.0,28.25,9.989997864,-0.495
40496,0,236.0,-171.75,149.98999019999997,-18.235
40497,0,481.0,-412.25,129.9899902,-63.4175
40498,1,543.0,54.0,9.989997864,0.0
40499,1,589.0,-79.0,29.98999023,-15.9525
40500,1,422.0,-36.0,29.98999023,0.2475
40501,1,108.0,290.0,79.98999023,-9.925
40502,1,543.0,-425.25,79.98999023,-32.145
40503,1,66.0,334.0,299.98999019999997,-59.2225
40504,0,132.0,471.0,499.98999019999997,-15.355
40505,1,493.0,-18.0,129.9899902,0.0
40506,0,163.0,1.5,9.989997864,-1.035
40507,1,589.0,-112.5,149.98999019999997,-7.65
40508,0,223.0,45.25,99.98999023,-0.4725
40509,1,543.0,-190.5,79.98999023,-0.7875
40510,1,417.0,4.25,129.9899902,-23.4825
40511,1,357.0,16.25,149.98999019999997,0.0
40512,1,543.0,74.75,79.98999023,0.0
40513,1,358.0,-1005.0,129.9899902,-36.575
40514,0,543.0,-2.25,99.98999023,1.2375
40515,1,211.0,-69.0,99.98999023,-10.0625
40516,1,435.0,-209.25,149.98999019999997,-3.6575
40517,1,35.0,452.0,129.9899902,-16.5025
40518,1,494.0,-6.25,9.989997864,-0.2475
40519,1,230.0,49.5,149.98999019999997,-0.515
40520,0,543.0,-0.5,79.98999023,-1.35
40521,1,481.0,-7.75,29.98999023,-0.4975
40522,0,-5.0,-390.0,99.98999023,7.75
40523,0,9.0,165.5,99.98999023,-1.685
40524,1,481.0,122.0,129.9899902,0.7875
40525,1,650.0,54.25,149.98999019999997,-9.61
40526,0,141.0,14.5,29.98999023,17.4
40527,0,543.0,-23.75,149.98999019999997,-12.095
40528,0,122.0,99.75,149.98999019999997,-15.67
40529,1,543.0,-86.5,79.98999023,-2.2275
40530,1,191.0,257.75,99.98999023,6.39
40531,1,543.0,7.25,29.98999023,-49.4
40532,0,166.0,-99.25,199.98999019999997,-0.2475
40533,1,206.0,30.25,149.98999019999997,-1.7325
40534,1,294.0,-281.0,9.989997864,-42.39
40535,0,297.0,1197.0,149.98999019999997,-10.72
40536,0,589.0,11.0,129.9899902,-3.5775
40537,1,108.0,-193.75,9.989997864,-19.435
40538,0,543.0,100.75,29.98999023,5.25
40539,1,543.0,284.25,79.98999023,-14.91
40540,1,589.0,-175.0,149.98999019999997,-3.675
40541,1,31.0,-64.25,149.98999019999997,0.0
40542,1,287.0,-1197.0,79.98999023,-67.645
40543,1,543.0,-23.25,149.98999019999997,-11.475
40544,0,543.0,70.75,29.98999023,17.325
40545,0,481.0,232.5,29.98999023,215.51
40546,0,543.0,345.0,9.989997864,85.6575
40547,1,67.0,-11.25,99.98999023,-3.3325
40548,1,543.0,91.25,149.98999019999997,36.465
40549,0,481.0,-38.5,29.98999023,-3.1025
40550,0,650.0,-143.0,79.98999023,-7.3
40551,0,175.0,-78.5,149.98999019999997,-14.5275
40552,0,543.0,195.5,149.98999019999997,-0.99
40553,1,543.0,-102.5,79.98999023,0.0
40554,1,543.0,-128.5,149.98999019999997,-31.1325
40555,0,271.0,-95.0,29.98999023,-1.26
40556,0,169.0,79.5,199.98999019999997,3.705
40557,1,172.0,-80.0,9.989997864,-11.735
40558,0,126.0,87.75,129.9899902,7.2025
40559,1,481.0,-80.5,29.98999023,-10.07
40560,0,304.0,6.25,59.98999023,0.135
40561,1,481.0,30.25,9.989997864,-11.3525
40562,1,250.0,-90.5,199.98999019999997,-1.295
40563,0,314.0,48.25,149.98999019999997,-0.495
40564,1,543.0,124.0,149.98999019999997,10.14
40565,1,481.0,-236.0,129.9899902,-41.61
40566,1,481.0,-63.75,149.98999019999997,-2.8975
40567,1,318.0,-158.5,79.98999023,30.295
40568,1,6.0,-408.5,129.9899902,-19.355
40569,1,412.0,-158.5,149.98999019999997,-3.2625
40570,0,501.0,414.0,79.98999023,111.3275
40571,1,543.0,-37.75,29.98999023,-37.5375
40572,0,589.0,-27.0,9.989997864,-0.2475
40573,0,275.0,269.0,29.98999023,0.0
40574,0,543.0,-13.25,9.989997864,0.0
40575,1,589.0,-80.75,29.98999023,0.0
40576,1,543.0,-218.5,99.98999023,-0.7425
40577,1,589.0,-105.0,29.98999023,-8.5475
40578,1,589.0,132.0,79.98999023,-0.345
40579,1,69.0,-319.5,29.98999023,-90.2725
40580,1,481.0,-61.5,149.98999019999997,-0.27
40581,1,186.0,-32.25,29.98999023,3.3
40582,0,549.0,-121.25,29.98999023,-9.2625
40583,0,481.0,-92.75,149.98999019999997,-0.9325
40584,1,392.0,-67.75,99.98999023,-2.165
40585,1,589.0,-110.0,149.98999019999997,-3.3
40586,1,481.0,-43.25,99.98999023,-10.3625
40587,1,649.0,33.25,149.98999019999997,1.9425
40588,0,542.0,-7.25,199.98999019999997,0.0
40589,0,588.0,-35.75,149.98999019999997,-0.54
40590,0,12.0,24.25,249.98999019999997,-17.9325
40591,1,87.0,413.0,129.9899902,52.06
40592,1,2.0,0.0,29.98999023,0.0
40593,1,480.0,4.0,29.98999023,-0.255
40594,0,259.0,-15.25,149.98999019999997,0.0675
40595,0,172.0,495.0,79.98999023,44.345
40596,0,542.0,-34.0,29.98999023,-12.92
40597,0,480.0,2.0,79.98999023,-0.765
40598,0,237.0,-87.0,149.98999019999997,-9.045
40599,0,164.0,46.0,99.98999023,0.7325
40600,0,41.0,-0.75,99.98999023,-0.2475
40601,1,480.0,372.0,9.989997864,56.4275
40602,1,330.0,409.25,199.98999019999997,2.945
40603,1,588.0,-103.5,29.98999023,-6.335
40604,1,243.0,-171.75,129.9899902,-7.0175
40605,1,360.0,-209.0,149.98999019999997,-0.495
40606,1,517.0,76.75,149.98999019999997,-0.2925
40607,0,480.0,69.75,129.9899902,-3.9275
40608,0,47.0,-551.75,149.98999019999997,-100.095
40609,0,542.0,-6.25,59.98999023,-0.315
40610,0,480.0,102.0,29.98999023,1.86
40611,0,115.0,-60.75,99.98999023,0.0
40612,1,649.0,-42.25,9.989997864,0.735
40613,1,66.0,102.75,149.98999019999997,8.5625
40614,1,440.0,-90.5,99.98999023,-5.4
40615,0,588.0,-18.5,59.98999023,0.0
40616,1,480.0,-203.5,149.98999019999997,-1.35
40617,1,518.0,183.0,149.98999019999997,15.83
40618,1,542.0,85.0,129.9899902,-18.91
40619,0,17.0,164.75,29.98999023,0.0
40620,1,588.0,-6.25,129.9899902,-0.315
40621,1,542.0,50.5,79.98999023,14.28
40622,0,259.0,96.75,99.98999023,33.5475
40623,0,234.0,329.25,149.98999019999997,17.91
40624,1,480.0,83.5,29.98999023,-0.45
40625,1,588.0,126.25,29.98999023,0.7425
